user_id,day,total_steps,correct,wrong,correct_response_rate,viewed
196,1.0,2.0,2.0,0.0,1.0,11
202,4.0,75.0,78.0,103.0,0.430939226519337,367
215,2.0,15.0,15.0,6.0,0.7142857142857143,44
219,1.0,2.0,2.0,0.0,1.0,25
220,2.0,5.0,5.0,2.0,0.7142857142857143,41
223,1.0,2.0,2.0,0.0,1.0,10
225,1.0,3.0,3.0,0.0,1.0,20
226,4.0,51.0,49.0,47.0,0.5104166666666666,193
227,7.0,36.0,36.0,35.0,0.5070422535211268,134
229,5.0,17.0,17.0,11.0,0.6071428571428571,74
230,1.0,2.0,2.0,0.0,1.0,20
231,3.0,35.0,35.0,18.0,0.660377358490566,95
232,1.0,2.0,2.0,0.0,1.0,34
239,2.0,6.0,6.0,0.0,1.0,27
240,1.0,5.0,5.0,6.0,0.45454545454545453,27
246,3.0,6.0,6.0,3.0,0.6666666666666666,41
250,3.0,12.0,12.0,33.0,0.26666666666666666,62
251,2.0,36.0,37.0,18.0,0.6727272727272727,131
258,1.0,1.0,1.0,0.0,1.0,4
259,1.0,1.0,1.0,0.0,1.0,13
263,4.0,19.0,19.0,5.0,0.7916666666666666,64
275,1.0,8.0,8.0,7.0,0.5333333333333333,39
277,1.0,2.0,2.0,0.0,1.0,19
279,4.0,8.0,7.0,3.0,0.7,66
282,1.0,2.0,2.0,0.0,1.0,15
284,6.0,25.0,25.0,5.0,0.8333333333333334,113
290,1.0,2.0,2.0,0.0,1.0,26
294,2.0,4.0,4.0,0.0,1.0,18
296,3.0,38.0,38.0,8.0,0.8260869565217391,112
297,1.0,2.0,3.0,1.0,0.75,11
299,2.0,16.0,15.0,15.0,0.5,58
302,1.0,2.0,2.0,0.0,1.0,41
307,1.0,1.0,1.0,0.0,1.0,4
313,2.0,2.0,2.0,0.0,1.0,6
316,2.0,9.0,9.0,7.0,0.5625,33
322,1.0,4.0,4.0,9.0,0.3076923076923077,37
323,2.0,9.0,6.0,36.0,0.14285714285714285,52
332,1.0,9.0,9.0,1.0,0.9,70
334,2.0,7.0,7.0,11.0,0.3888888888888889,36
336,2.0,29.0,30.0,22.0,0.5769230769230769,124
340,1.0,1.0,1.0,0.0,1.0,4
345,1.0,2.0,1.0,5.0,0.16666666666666666,17
350,2.0,12.0,11.0,26.0,0.2972972972972973,48
353,2.0,6.0,6.0,6.0,0.5,37
357,1.0,2.0,2.0,2.0,0.5,12
361,3.0,13.0,15.0,29.0,0.3409090909090909,105
368,1.0,2.0,2.0,0.0,1.0,18
379,2.0,17.0,17.0,21.0,0.4473684210526316,83
383,4.0,15.0,18.0,8.0,0.6923076923076923,112
385,1.0,6.0,3.0,13.0,0.1875,29
387,2.0,9.0,9.0,7.0,0.5625,31
394,1.0,2.0,2.0,1.0,0.6666666666666666,14
395,3.0,8.0,8.0,8.0,0.5,48
397,1.0,2.0,2.0,0.0,1.0,12
399,1.0,3.0,3.0,0.0,1.0,17
404,1.0,1.0,0.0,1.0,0.0,48
407,1.0,2.0,2.0,0.0,1.0,15
410,1.0,3.0,2.0,2.0,0.5,329
413,1.0,5.0,5.0,0.0,1.0,22
420,2.0,11.0,10.0,7.0,0.5882352941176471,64
422,6.0,44.0,42.0,66.0,0.3888888888888889,355
427,1.0,7.0,7.0,1.0,0.875,22
428,3.0,4.0,3.0,12.0,0.2,135
432,1.0,2.0,2.0,0.0,1.0,10
433,1.0,1.0,1.0,1.0,0.5,5
434,3.0,8.0,8.0,16.0,0.3333333333333333,40
435,1.0,2.0,2.0,0.0,1.0,11
437,3.0,24.0,23.0,10.0,0.696969696969697,122
438,1.0,7.0,7.0,19.0,0.2692307692307692,36
439,2.0,8.0,8.0,24.0,0.25,71
440,1.0,4.0,4.0,0.0,1.0,36
442,3.0,7.0,7.0,23.0,0.23333333333333334,61
443,3.0,8.0,8.0,1.0,0.8888888888888888,33
444,1.0,1.0,1.0,0.0,1.0,28
445,3.0,11.0,9.0,8.0,0.5294117647058824,50
446,4.0,16.0,17.0,35.0,0.3269230769230769,149
450,2.0,3.0,3.0,0.0,1.0,11
453,1.0,8.0,8.0,0.0,1.0,29
463,1.0,2.0,2.0,0.0,1.0,6
468,1.0,2.0,2.0,0.0,1.0,11
472,3.0,16.0,16.0,32.0,0.3333333333333333,139
477,1.0,1.0,1.0,0.0,1.0,17
481,1.0,4.0,4.0,0.0,1.0,16
482,2.0,9.0,8.0,16.0,0.3333333333333333,32
488,3.0,8.0,8.0,2.0,0.8,86
489,1.0,3.0,3.0,0.0,1.0,20
490,3.0,17.0,17.0,6.0,0.7391304347826086,73
493,1.0,1.0,1.0,1.0,0.5,29
495,1.0,2.0,2.0,2.0,0.5,10
496,3.0,30.0,26.0,42.0,0.38235294117647056,209
501,1.0,10.0,10.0,5.0,0.6666666666666666,40
502,2.0,6.0,6.0,6.0,0.5,38
505,1.0,8.0,8.0,13.0,0.38095238095238093,35
506,1.0,7.0,7.0,19.0,0.2692307692307692,46
508,3.0,27.0,25.0,49.0,0.33783783783783783,126
509,2.0,9.0,9.0,12.0,0.42857142857142855,55
510,2.0,9.0,9.0,4.0,0.6923076923076923,34
512,2.0,9.0,9.0,2.0,0.8181818181818182,54
517,1.0,2.0,2.0,0.0,1.0,11
519,4.0,13.0,13.0,23.0,0.3611111111111111,52
520,1.0,9.0,9.0,2.0,0.8181818181818182,28
521,1.0,2.0,2.0,0.0,1.0,10
525,3.0,8.0,8.0,3.0,0.7272727272727273,37
528,4.0,13.0,13.0,7.0,0.65,42
533,1.0,1.0,1.0,0.0,1.0,3
539,1.0,1.0,1.0,0.0,1.0,10
541,2.0,13.0,13.0,10.0,0.5652173913043478,103
542,7.0,41.0,40.0,46.0,0.46511627906976744,177
544,1.0,8.0,8.0,3.0,0.7272727272727273,27
550,1.0,2.0,2.0,0.0,1.0,12
551,3.0,12.0,12.0,4.0,0.75,45
553,2.0,16.0,16.0,23.0,0.41025641025641024,62
555,1.0,6.0,6.0,4.0,0.6,24
560,3.0,17.0,18.0,18.0,0.5,64
564,2.0,13.0,14.0,9.0,0.6086956521739131,61
568,1.0,5.0,5.0,2.0,0.7142857142857143,31
569,3.0,28.0,28.0,40.0,0.4117647058823529,88
572,5.0,28.0,28.0,16.0,0.6363636363636364,85
573,1.0,4.0,5.0,6.0,0.45454545454545453,20
576,1.0,4.0,4.0,4.0,0.5,21
580,1.0,1.0,1.0,0.0,1.0,6
581,1.0,2.0,2.0,0.0,1.0,27
587,3.0,50.0,50.0,34.0,0.5952380952380952,212
589,2.0,27.0,26.0,59.0,0.3058823529411765,186
590,1.0,3.0,3.0,3.0,0.5,21
591,2.0,14.0,14.0,16.0,0.4666666666666667,73
594,2.0,2.0,2.0,0.0,1.0,14
595,1.0,2.0,2.0,0.0,1.0,17
596,1.0,8.0,8.0,6.0,0.5714285714285714,32
604,3.0,18.0,18.0,4.0,0.8181818181818182,96
605,3.0,25.0,24.0,79.0,0.23300970873786409,144
606,1.0,2.0,2.0,0.0,1.0,17
608,4.0,9.0,9.0,50.0,0.15254237288135594,68
610,1.0,2.0,1.0,1.0,0.5,11
616,1.0,2.0,1.0,2.0,0.3333333333333333,25
618,1.0,2.0,2.0,0.0,1.0,11
620,1.0,11.0,10.0,2.0,0.8333333333333334,176
622,1.0,2.0,2.0,0.0,1.0,6
624,1.0,1.0,1.0,0.0,1.0,3
632,1.0,2.0,2.0,1.0,0.6666666666666666,27
634,1.0,8.0,8.0,1.0,0.8888888888888888,28
635,1.0,3.0,3.0,0.0,1.0,42
638,1.0,9.0,9.0,4.0,0.6923076923076923,38
644,1.0,2.0,2.0,1.0,0.6666666666666666,6
645,2.0,8.0,7.0,10.0,0.4117647058823529,91
648,1.0,1.0,1.0,8.0,0.1111111111111111,8
651,1.0,6.0,4.0,6.0,0.4,77
653,1.0,2.0,2.0,2.0,0.5,6
655,1.0,9.0,9.0,4.0,0.6923076923076923,37
657,2.0,7.0,7.0,7.0,0.5,35
660,1.0,2.0,2.0,0.0,1.0,11
661,1.0,4.0,5.0,1.0,0.8333333333333334,30
665,2.0,4.0,3.0,12.0,0.2,30
667,1.0,1.0,1.0,0.0,1.0,4
669,1.0,2.0,2.0,0.0,1.0,10
673,1.0,2.0,2.0,0.0,1.0,11
675,4.0,41.0,41.0,39.0,0.5125,170
676,5.0,25.0,24.0,15.0,0.6153846153846154,149
677,3.0,7.0,7.0,2.0,0.7777777777777778,51
678,2.0,8.0,8.0,10.0,0.4444444444444444,64
681,2.0,8.0,8.0,10.0,0.4444444444444444,38
682,1.0,2.0,2.0,1.0,0.6666666666666666,6
686,2.0,11.0,11.0,12.0,0.4782608695652174,80
687,1.0,2.0,2.0,0.0,1.0,10
689,2.0,7.0,5.0,7.0,0.4166666666666667,86
691,1.0,2.0,2.0,7.0,0.2222222222222222,9
692,1.0,2.0,2.0,3.0,0.4,16
694,1.0,2.0,2.0,4.0,0.3333333333333333,14
695,1.0,2.0,2.0,1.0,0.6666666666666666,10
697,2.0,7.0,7.0,15.0,0.3181818181818182,50
699,1.0,10.0,9.0,18.0,0.3333333333333333,31
701,2.0,7.0,7.0,3.0,0.7,28
702,7.0,37.0,37.0,14.0,0.7254901960784313,122
703,1.0,2.0,2.0,0.0,1.0,10
708,4.0,13.0,13.0,2.0,0.8666666666666667,60
709,6.0,36.0,36.0,8.0,0.8181818181818182,151
710,2.0,26.0,25.0,35.0,0.4166666666666667,104
713,5.0,38.0,39.0,56.0,0.4105263157894737,140
716,3.0,16.0,16.0,17.0,0.48484848484848486,58
717,1.0,2.0,2.0,0.0,1.0,10
721,1.0,24.0,24.0,12.0,0.6666666666666666,151
722,1.0,2.0,2.0,1.0,0.6666666666666666,6
724,3.0,16.0,15.0,9.0,0.625,129
727,1.0,4.0,4.0,0.0,1.0,31
729,1.0,2.0,2.0,1.0,0.6666666666666666,8
732,3.0,8.0,8.0,3.0,0.7272727272727273,31
735,2.0,14.0,14.0,16.0,0.4666666666666667,63
738,2.0,8.0,7.0,11.0,0.3888888888888889,52
740,3.0,18.0,18.0,5.0,0.782608695652174,81
752,5.0,51.0,58.0,68.0,0.4603174603174603,240
753,1.0,2.0,2.0,0.0,1.0,8
755,3.0,7.0,7.0,87.0,0.07446808510638298,74
756,2.0,4.0,2.0,7.0,0.2222222222222222,18
759,4.0,8.0,8.0,6.0,0.5714285714285714,52
763,1.0,2.0,1.0,1.0,0.5,20
764,1.0,9.0,9.0,2.0,0.8181818181818182,35
766,1.0,9.0,9.0,3.0,0.75,45
767,1.0,2.0,2.0,0.0,1.0,20
768,1.0,2.0,2.0,0.0,1.0,7
769,2.0,3.0,3.0,0.0,1.0,23
771,4.0,25.0,23.0,18.0,0.5609756097560976,107
773,1.0,2.0,2.0,0.0,1.0,11
775,1.0,2.0,1.0,4.0,0.2,5
777,1.0,2.0,2.0,0.0,1.0,7
780,1.0,2.0,2.0,0.0,1.0,10
781,1.0,8.0,8.0,3.0,0.7272727272727273,38
782,1.0,2.0,2.0,0.0,1.0,21
783,1.0,4.0,4.0,3.0,0.5714285714285714,24
785,4.0,18.0,18.0,2.0,0.9,74
790,5.0,36.0,36.0,17.0,0.6792452830188679,161
791,4.0,54.0,54.0,58.0,0.48214285714285715,349
793,1.0,9.0,9.0,14.0,0.391304347826087,27
797,2.0,8.0,6.0,15.0,0.2857142857142857,55
799,1.0,1.0,1.0,0.0,1.0,14
803,1.0,2.0,3.0,2.0,0.6,22
808,1.0,9.0,9.0,36.0,0.2,94
809,3.0,38.0,38.0,20.0,0.6551724137931034,137
811,1.0,2.0,2.0,0.0,1.0,33
812,1.0,5.0,5.0,8.0,0.38461538461538464,20
815,1.0,9.0,9.0,1.0,0.9,29
816,4.0,9.0,9.0,80.0,0.10112359550561797,329
819,3.0,22.0,23.0,8.0,0.7419354838709677,88
822,5.0,31.0,31.0,53.0,0.36904761904761907,164
823,1.0,2.0,2.0,0.0,1.0,18
824,4.0,75.0,76.0,88.0,0.4634146341463415,256
825,1.0,3.0,2.0,1.0,0.6666666666666666,17
826,2.0,8.0,8.0,4.0,0.6666666666666666,53
827,4.0,28.0,28.0,21.0,0.5714285714285714,83
830,3.0,7.0,7.0,0.0,1.0,37
831,4.0,29.0,31.0,33.0,0.484375,224
833,1.0,4.0,4.0,0.0,1.0,22
834,2.0,9.0,9.0,1.0,0.9,70
836,1.0,5.0,5.0,1.0,0.8333333333333334,19
838,2.0,8.0,8.0,19.0,0.2962962962962963,42
839,1.0,3.0,3.0,0.0,1.0,16
841,1.0,9.0,9.0,7.0,0.5625,191
847,1.0,2.0,2.0,0.0,1.0,13
851,1.0,2.0,2.0,0.0,1.0,8
852,1.0,2.0,2.0,0.0,1.0,10
853,1.0,2.0,2.0,0.0,1.0,12
854,3.0,16.0,16.0,21.0,0.43243243243243246,75
856,1.0,2.0,2.0,2.0,0.5,13
863,6.0,28.0,31.0,53.0,0.36904761904761907,105
868,1.0,1.0,1.0,0.0,1.0,6
871,1.0,1.0,0.0,1.0,0.0,1
873,3.0,14.0,13.0,25.0,0.34210526315789475,148
875,1.0,3.0,2.0,10.0,0.16666666666666666,14
876,1.0,2.0,2.0,1.0,0.6666666666666666,11
883,3.0,17.0,16.0,18.0,0.47058823529411764,75
888,2.0,8.0,8.0,4.0,0.6666666666666666,59
890,7.0,16.0,15.0,19.0,0.4411764705882353,91
892,1.0,8.0,8.0,8.0,0.5,27
893,1.0,4.0,3.0,5.0,0.375,26
899,5.0,28.0,28.0,42.0,0.4,186
902,2.0,19.0,22.0,19.0,0.5365853658536586,282
903,5.0,33.0,33.0,22.0,0.6,161
906,1.0,4.0,4.0,0.0,1.0,25
908,1.0,2.0,2.0,10.0,0.16666666666666666,8
909,3.0,28.0,29.0,18.0,0.6170212765957447,89
910,1.0,2.0,2.0,1.0,0.6666666666666666,17
911,5.0,58.0,69.0,21.0,0.7666666666666667,335
915,5.0,49.0,49.0,34.0,0.5903614457831325,240
919,1.0,1.0,1.0,0.0,1.0,11
921,2.0,5.0,5.0,2.0,0.7142857142857143,105
922,2.0,4.0,4.0,2.0,0.6666666666666666,22
927,6.0,40.0,40.0,7.0,0.851063829787234,124
928,1.0,2.0,2.0,0.0,1.0,29
931,3.0,15.0,15.0,14.0,0.5172413793103449,63
934,4.0,12.0,11.0,24.0,0.3142857142857143,60
938,1.0,2.0,2.0,6.0,0.25,3
939,1.0,2.0,2.0,0.0,1.0,19
940,5.0,35.0,34.0,20.0,0.6296296296296297,170
942,1.0,7.0,7.0,5.0,0.5833333333333334,46
944,4.0,15.0,16.0,17.0,0.48484848484848486,74
947,1.0,2.0,2.0,0.0,1.0,10
948,1.0,2.0,2.0,0.0,1.0,13
949,1.0,1.0,1.0,0.0,1.0,2
954,2.0,8.0,8.0,11.0,0.42105263157894735,39
956,2.0,9.0,9.0,2.0,0.8181818181818182,40
963,2.0,27.0,25.0,55.0,0.3125,84
968,5.0,29.0,27.0,49.0,0.35526315789473684,119
969,1.0,7.0,7.0,2.0,0.7777777777777778,26
975,1.0,4.0,3.0,2.0,0.6,74
978,2.0,15.0,13.0,52.0,0.2,116
981,1.0,2.0,2.0,2.0,0.5,8
983,2.0,16.0,16.0,23.0,0.41025641025641024,49
984,1.0,2.0,2.0,3.0,0.4,2
985,1.0,8.0,8.0,1.0,0.8888888888888888,24
989,3.0,18.0,18.0,22.0,0.45,78
991,3.0,12.0,12.0,14.0,0.46153846153846156,55
994,3.0,14.0,14.0,57.0,0.19718309859154928,44
995,1.0,1.0,0.0,1.0,0.0,18
996,3.0,9.0,9.0,2.0,0.8181818181818182,32
998,1.0,1.0,0.0,1.0,0.0,1
1000,3.0,22.0,31.0,8.0,0.7948717948717948,129
1001,1.0,3.0,3.0,2.0,0.6,14
1009,3.0,8.0,8.0,0.0,1.0,29
1011,1.0,2.0,2.0,0.0,1.0,20
1013,1.0,4.0,4.0,0.0,1.0,14
1015,1.0,2.0,2.0,0.0,1.0,11
1020,2.0,4.0,3.0,3.0,0.5,22
1024,2.0,15.0,15.0,23.0,0.39473684210526316,58
1026,4.0,13.0,12.0,16.0,0.42857142857142855,75
1027,3.0,28.0,28.0,32.0,0.4666666666666667,112
1028,7.0,23.0,23.0,9.0,0.71875,91
1029,1.0,2.0,0.0,3.0,0.0,6
1031,3.0,8.0,8.0,5.0,0.6153846153846154,40
1032,1.0,8.0,7.0,10.0,0.4117647058823529,54
1033,3.0,16.0,16.0,4.0,0.8,64
1034,4.0,16.0,16.0,35.0,0.3137254901960784,80
1036,1.0,2.0,2.0,1.0,0.6666666666666666,9
1038,1.0,7.0,7.0,3.0,0.7,31
1048,1.0,2.0,2.0,0.0,1.0,8
1058,5.0,29.0,34.0,139.0,0.19653179190751446,176
1064,2.0,9.0,10.0,4.0,0.7142857142857143,30
1065,1.0,2.0,2.0,0.0,1.0,12
1066,1.0,8.0,8.0,0.0,1.0,27
1067,4.0,22.0,20.0,24.0,0.45454545454545453,150
1076,1.0,2.0,2.0,0.0,1.0,13
1077,1.0,2.0,2.0,0.0,1.0,8
1078,4.0,8.0,10.0,6.0,0.625,292
1080,1.0,9.0,8.0,36.0,0.18181818181818182,61
1081,1.0,2.0,2.0,0.0,1.0,9
1082,3.0,23.0,23.0,20.0,0.5348837209302325,79
1088,4.0,16.0,15.0,28.0,0.3488372093023256,75
1089,1.0,12.0,10.0,28.0,0.2631578947368421,40
1091,2.0,7.0,7.0,7.0,0.5,36
1093,1.0,2.0,2.0,0.0,1.0,11
1096,2.0,3.0,3.0,0.0,1.0,31
1103,1.0,1.0,1.0,1.0,0.5,10
1104,1.0,2.0,2.0,1.0,0.6666666666666666,50
1107,1.0,9.0,9.0,1.0,0.9,30
1110,1.0,2.0,2.0,0.0,1.0,13
1111,1.0,2.0,2.0,1.0,0.6666666666666666,8
1112,2.0,9.0,9.0,15.0,0.375,40
1113,2.0,9.0,9.0,2.0,0.8181818181818182,33
1122,1.0,7.0,7.0,7.0,0.5,38
1123,2.0,9.0,9.0,3.0,0.75,27
1126,1.0,9.0,8.0,15.0,0.34782608695652173,31
1128,5.0,28.0,28.0,20.0,0.5833333333333334,92
1130,2.0,15.0,10.0,15.0,0.4,239
1139,4.0,32.0,32.0,8.0,0.8,95
1140,2.0,7.0,7.0,1.0,0.875,23
1142,1.0,8.0,8.0,0.0,1.0,27
1144,1.0,8.0,8.0,4.0,0.6666666666666666,24
1146,3.0,13.0,14.0,26.0,0.35,75
1148,1.0,2.0,2.0,0.0,1.0,12
1150,1.0,13.0,13.0,4.0,0.7647058823529411,99
1151,4.0,40.0,41.0,33.0,0.5540540540540541,144
1155,2.0,2.0,2.0,1.0,0.6666666666666666,16
1160,1.0,1.0,0.0,1.0,0.0,1
1161,2.0,14.0,14.0,15.0,0.4827586206896552,43
1162,2.0,6.0,8.0,10.0,0.4444444444444444,39
1163,2.0,28.0,28.0,65.0,0.3010752688172043,102
1165,1.0,9.0,9.0,1.0,0.9,25
1167,2.0,23.0,23.0,20.0,0.5348837209302325,66
1168,1.0,1.0,1.0,0.0,1.0,44
1169,1.0,3.0,3.0,0.0,1.0,34
1172,1.0,9.0,9.0,2.0,0.8181818181818182,35
1174,1.0,2.0,2.0,0.0,1.0,55
1178,3.0,28.0,28.0,56.0,0.3333333333333333,177
1179,1.0,1.0,1.0,0.0,1.0,16
1183,1.0,2.0,2.0,2.0,0.5,12
1184,1.0,2.0,2.0,0.0,1.0,12
1185,1.0,2.0,2.0,0.0,1.0,13
1186,1.0,2.0,2.0,0.0,1.0,16
1188,5.0,19.0,19.0,50.0,0.2753623188405797,104
1189,4.0,18.0,19.0,12.0,0.6129032258064516,66
1190,1.0,2.0,2.0,0.0,1.0,23
1193,1.0,5.0,5.0,1.0,0.8333333333333334,21
1194,1.0,2.0,1.0,5.0,0.16666666666666666,17
1196,1.0,2.0,2.0,0.0,1.0,22
1199,3.0,6.0,6.0,14.0,0.3,62
1206,1.0,1.0,1.0,0.0,1.0,9
1207,3.0,8.0,8.0,18.0,0.3076923076923077,44
1208,1.0,19.0,20.0,13.0,0.6060606060606061,81
1210,1.0,2.0,2.0,0.0,1.0,18
1213,1.0,2.0,2.0,0.0,1.0,8
1215,4.0,24.0,24.0,33.0,0.42105263157894735,85
1218,6.0,30.0,33.0,20.0,0.6226415094339622,150
1221,1.0,2.0,2.0,1.0,0.6666666666666666,14
1222,1.0,2.0,2.0,0.0,1.0,10
1224,4.0,16.0,16.0,32.0,0.3333333333333333,167
1227,1.0,2.0,3.0,1.0,0.75,33
1231,1.0,2.0,2.0,4.0,0.3333333333333333,12
1234,1.0,2.0,2.0,0.0,1.0,22
1235,2.0,9.0,9.0,41.0,0.18,43
1236,2.0,9.0,9.0,4.0,0.6923076923076923,37
1239,2.0,7.0,8.0,1.0,0.8888888888888888,185
1248,1.0,2.0,2.0,0.0,1.0,10
1249,1.0,2.0,2.0,1.0,0.6666666666666666,10
1260,1.0,2.0,2.0,0.0,1.0,10
1261,4.0,24.0,23.0,19.0,0.5476190476190477,75
1264,4.0,19.0,19.0,56.0,0.25333333333333335,150
1270,1.0,15.0,14.0,19.0,0.42424242424242425,48
1272,1.0,9.0,8.0,1.0,0.8888888888888888,118
1277,1.0,2.0,2.0,0.0,1.0,11
1278,3.0,17.0,17.0,7.0,0.7083333333333334,58
1281,1.0,3.0,3.0,0.0,1.0,15
1282,1.0,2.0,2.0,0.0,1.0,15
1284,4.0,35.0,34.0,18.0,0.6538461538461539,129
1295,1.0,2.0,1.0,4.0,0.2,22
1297,1.0,8.0,8.0,0.0,1.0,31
1300,1.0,9.0,9.0,13.0,0.4090909090909091,36
1305,5.0,36.0,36.0,16.0,0.6923076923076923,106
1310,1.0,1.0,1.0,0.0,1.0,34
1312,3.0,12.0,12.0,36.0,0.25,64
1315,1.0,2.0,2.0,0.0,1.0,29
1316,5.0,29.0,25.0,63.0,0.2840909090909091,339
1318,4.0,61.0,61.0,23.0,0.7261904761904762,187
1321,1.0,1.0,0.0,2.0,0.0,3
1324,2.0,6.0,7.0,1.0,0.875,38
1326,1.0,2.0,3.0,1.0,0.75,10
1327,3.0,16.0,16.0,13.0,0.5517241379310345,64
1328,4.0,28.0,28.0,5.0,0.8484848484848485,81
1329,2.0,34.0,34.0,16.0,0.68,197
1330,2.0,9.0,9.0,3.0,0.75,28
1331,1.0,2.0,2.0,0.0,1.0,22
1337,1.0,2.0,2.0,1.0,0.6666666666666666,12
1342,3.0,24.0,24.0,11.0,0.6857142857142857,118
1343,3.0,8.0,6.0,29.0,0.17142857142857143,65
1344,1.0,1.0,1.0,0.0,1.0,20
1355,1.0,10.0,10.0,10.0,0.5,47
1361,1.0,62.0,60.0,118.0,0.33707865168539325,287
1363,1.0,3.0,2.0,1.0,0.6666666666666666,35
1376,1.0,2.0,2.0,1.0,0.6666666666666666,7
1382,2.0,4.0,4.0,1.0,0.8,46
1386,1.0,2.0,2.0,3.0,0.4,24
1389,1.0,2.0,2.0,1.0,0.6666666666666666,10
1391,1.0,2.0,2.0,0.0,1.0,35
1393,1.0,2.0,2.0,0.0,1.0,25
1396,1.0,4.0,4.0,3.0,0.5714285714285714,17
1398,2.0,6.0,6.0,0.0,1.0,34
1401,3.0,8.0,8.0,15.0,0.34782608695652173,61
1404,1.0,3.0,2.0,1.0,0.6666666666666666,19
1406,1.0,8.0,8.0,9.0,0.47058823529411764,41
1408,1.0,8.0,8.0,7.0,0.5333333333333333,83
1409,5.0,20.0,19.0,96.0,0.16521739130434782,129
1415,2.0,5.0,7.0,3.0,0.7,66
1422,1.0,2.0,2.0,0.0,1.0,20
1424,1.0,1.0,0.0,1.0,0.0,1
1430,1.0,2.0,2.0,0.0,1.0,22
1433,4.0,10.0,10.0,20.0,0.3333333333333333,85
1447,6.0,38.0,38.0,5.0,0.8837209302325582,107
1448,1.0,2.0,2.0,4.0,0.3333333333333333,18
1451,1.0,2.0,2.0,0.0,1.0,12
1456,1.0,2.0,2.0,2.0,0.5,11
1467,5.0,18.0,17.0,18.0,0.4857142857142857,155
1468,3.0,24.0,29.0,120.0,0.19463087248322147,196
1470,1.0,2.0,3.0,1.0,0.75,10
1473,1.0,2.0,2.0,0.0,1.0,14
1474,1.0,5.0,5.0,12.0,0.29411764705882354,21
1475,1.0,2.0,2.0,0.0,1.0,13
1479,1.0,2.0,2.0,0.0,1.0,8
1481,2.0,2.0,2.0,0.0,1.0,16
1483,1.0,1.0,1.0,0.0,1.0,2
1484,1.0,2.0,2.0,0.0,1.0,17
1487,1.0,2.0,2.0,0.0,1.0,13
1493,2.0,8.0,8.0,1.0,0.8888888888888888,28
1495,2.0,6.0,5.0,11.0,0.3125,21
1496,1.0,2.0,2.0,0.0,1.0,13
